Gene,mean_exp_c57,koff_c57,kon_c57,regime_c57,regime_v2_c57,s_c57
Mavs,0.59,1.87243349,0.31899876,uz,uz,4.06687763
Max,2.43,142.40119573,1.66272381,unz,uz,210.78553358
Mbd2,0.47,144.32646117,0.34301461,uz,uz,198.73677116
Mbd4,0.96,0.8139496999999999,0.45601826,b,uz,2.68659757
Mbd6,0.96,88.64660302,0.59368498,uz,uz,144.17643906
Mbnl1,0.14,17.392007999999997,0.0483238972,uz,uz,49.7439604
Mbnl2,0.96,4.74806306,0.37364691,uz,uz,13.14013103
Mboat7,0.91,2.08387135,0.49495718,uz,uz,4.76064892
Mbp,0.41,5.23530217,0.07171071,uz,uz,30.201663399999997
Mbtd1,0.99,96.75507258,0.89031668,uz,uz,108.55708624
Mbtps1,1.93,0.46617652,0.44631035,b,uz,3.94820121
Mcam,0.64,0.56483127,0.16652163,b,uz,2.80769256
Mcat,0.58,2.53356545,0.26401248,uz,uz,6.13942287
Mccc1,1.41,147.88433908,0.7679168000000001,uz,uz,273.47248289
Mccc2,0.5,4.57584841,0.29377579,uz,uz,8.29266415
Mcfd2,0.84,120.73598236,0.5788678,uz,uz,176.67510547
Mcl1,5.68,0.91734698,0.75660602,b,b,12.56093375
Mcm10,4.96,0.50047557,0.6236856,b,b,8.93781095
Mcm2,8.58,8.54841304,2.55943972,unz,unz,37.2282313
Mcm3,11.05,71.61865213,3.28475997,unz,unz,252.07584745
Mcm3ap,4.89,618.79995328,2.32392909,unz,unz,1307.98167136
Mcm4,6.48,2.52701915,1.97711559,unz,unz,14.76041069
Mcm5,7.19,3.6451589,1.87958743,unz,unz,21.1435212
Mcm7,5.89,4.10759566,0.9853924999999999,uz,uz,30.43319562
Mcph1,3.86,2.89079697,0.89208344,uz,uz,16.37970398
Mcrs1,2.49,9.64962424,0.98187251,uz,uz,26.99143135
Mdc1,1.98,0.66197982,0.17675069,b,b,9.39612162
Mdh1,8.71,2.75746606,1.4973975,unz,unz,24.73703653
Mdh2,12.15,0.92872095,1.82274717,unz,unz,18.3425112
Mdk,8.89,28.72015932,1.36883018,unz,unz,195.36817457
Mdm1,0.33,5.4270137,0.22534009,uz,uz,8.36736203
Mdm2,2.27,4.74727264,0.37498333,uz,uz,31.00843019
Mdm4,1.07,116.26909850000001,0.77664811,uz,uz,161.70728652
Mdn1,7.93,1.49197229,1.05780162,unz,unz,19.12590555
Mdp1,1.72,2.25092158,0.49400548,uz,uz,9.58423858
Me2,2.48,11.22436911,1.63435486,unz,unz,19.54445301
Mea1,3.03,303.02035062,1.73285082,unz,unz,533.14606161
Meaf6,1.57,1.42055536,0.3291402,uz,uz,8.35560658
Mecr,0.58,16.90120942,0.51079895,uz,uz,19.61880753
Med12,1.46,6.24527448,0.93744269,uz,uz,11.18321903
Med13l,1.68,12.7241582,1.02641563,unz,uz,22.44179904
Med14,0.64,7.55472378,0.44480725,uz,uz,11.48942535
Med15,3.28,0.74682633,0.65546972,b,b,7.01313467
Med16,0.42,0.94697537,0.18219344,b,uz,2.6102562999999996
Med17,2.94,0.25658465,0.26412748,b,b,5.79642579
Med20,1.99,89.47539339,1.09105526,unz,uz,165.11234728
Med21,1.49,1.13994997,0.41994518,uz,uz,5.54434826
Med22,1.1,6.15935034,0.65557504,uz,uz,11.41301453
Med25,1.62,1.00003612,0.3897053,uz,uz,5.77106517
Med28,5.64,15.42738561,1.22649387,unz,unz,76.54681607
Med30,1.71,83.15219897,1.54850474,unz,uz,93.26490727
Med4,2.43,21.95768373,2.52545405,unz,unz,23.51576308
Med6,1.07,9.48671483,0.6522685,uz,uz,16.60185752
Med7,1.12,2.50333689,0.63618507,uz,uz,5.52155035
Med9,1.22,3.33277684,0.52196541,uz,uz,8.98970907
Meg3,6.25,71.84431157,0.84484424,uz,uz,537.74865275
Meis2,0.47,0.71182728,0.04573551,b,uz,7.8005864
Melk,1.14,1.0435868000000001,0.34890854,uz,uz,4.53528813
Memo1,1.14,1.30683921,0.48388825,uz,uz,4.20261686
Mertk,0.04,13.981807199999999,0.0171010932,uz,uz,34.4578078
Mesdc1,0.99,0.41465640000000004,0.27681433,b,uz,2.47092296
Mesdc2,3.59,1.22447632,0.89976612,uz,uz,8.46543124
Mest,0.87,1.04913337,0.1466657,uz,uz,7.10555791
Met,0.03,7.90842363,0.00564529411,uz,uz,42.6199904
Metap1,1.31,0.79388838,0.42177726,b,uz,3.78416728
Metap1d,0.93,57.38759189,0.72852828,uz,uz,74.48023966
Metap2,12.38,61.36188374,1.94327409,unz,unz,403.29270134
Metrn,1.09,0.47118233,0.15325239999999998,b,uz,4.45586973
Mettl1,2.22,1.05387256,0.55045337,uz,uz,6.47138877
Mettl10,0.84,1.25718757,0.15281446,uz,uz,7.77859801
Mettl14,0.77,4.7148984,0.54813427,uz,uz,7.41345859
Mettl15,0.21,0.3701995,0.06019736,b,uz,1.5151162
Mettl16,1.3,3.70132391,0.78650916,uz,uz,7.40367878
Mettl2,1.57,1.02960347,0.87221108,uz,uz,3.42282634
Mettl21a,0.32,75.09450432,0.28739782,uz,uz,84.74820770000001
Mettl8,0.62,2.19092514,0.50317656,uz,uz,3.34092079
Mex3a,0.77,0.45463869,0.07818677,b,uz,5.22746645
Mex3c,0.23,1.45925653,0.1262721,uz,uz,2.86365715
Mex3d,0.24,24.63275671,0.11498635,uz,uz,50.68604631
Mfap1a,0.78,1.4084499,0.41906793,uz,uz,3.41670817
Mfap1b,0.56,1.17310068,0.28632187,uz,uz,2.85303909
Mfap3,1.53,44.66390937,1.18878668,unz,uz,59.09320795
Mff,1.46,0.97549665,0.60275464,b,uz,3.81388113
Mfge8,10.91,11.36213309,1.64721946,unz,unz,86.14946642
Mfn1,2.86,3.01758042,0.9419793,uz,uz,12.02913173
Mfn2,0.61,0.64884126,0.06329656,b,uz,6.81998558
Mfsd1,2.07,57.32342785,1.24262759,unz,uz,97.49419924
Mfsd10,1.81,39.80681274,1.19324805,unz,uz,62.16295305
Mfsd4,0.13,28.16377085,0.13043171,uz,uz,29.01196017
Mfsd5,1.15,28.86074789,0.94336427,uz,uz,36.45949544
Mfsd8,0.21,19.51973521,0.11013132,uz,uz,37.43876987
Mga,7.36,1.64709721,1.01114281,unz,uz,19.36037176
Mgat1,0.55,0.48231706,0.16010784,b,uz,2.2261262000000004
Mgat3,0.36,8.32263249,0.3422143,uz,uz,9.00199753
Mgat4b,0.88,2.12156448,0.43991826,uz,uz,5.14836211
Mgea5,4.03,1.65358883,0.79364859,uz,uz,12.43733843
Mgst3,1.43,0.1354091,0.11248577,b,b,3.15853436
Mib2,0.58,9.51283534,0.5861645999999999,uz,uz,10.03512098
Mier1,0.55,73.17705722,0.45690147,uz,uz,88.80699129999999
Miip,1.59,0.58484612,0.3196909,b,uz,4.49456782
Mina,0.8,0.17501357,0.08526591,b,uz,2.42835235
Mink1,0.66,103.76966564,0.50622659,uz,uz,135.63283556
Mios,1.38,204.69539941,1.05917865,unz,uz,268.60508045
Mipep,1.27,0.45365169,0.24796218,b,uz,3.58479324
Mirg,0.23,0.17028892,0.01452825,b,uz,2.89439591
Mis18bp1,3.54,0.90505449,0.49263605,b,b,10.03369906
Mitf,1.81,0.39966333,0.27952801,b,uz,4.40555452
Mki67,4.54,3.51602956,0.83953746,uz,uz,23.53135954
Mkks,1.58,2.71061583,0.44466075,uz,uz,11.20304906
Mkln1,1.09,0.16855875,0.1687652,b,uz,2.17633921
Mknk1,0.26,76.37012023,0.18871673,uz,uz,106.57588052
Mknk2,2.05,0.68058731,0.46610211,b,uz,5.03167047
Mkrn1,17.46,2.28832487,1.54760952,unz,unz,43.26893049
Mks1,0.96,57.75113208,0.91166743,uz,uz,61.66847269
Mlec,10.26,4.19936896,1.9034351000000003,unz,unz,32.91003232
Mlh1,1.27,1.54805759,0.54635832,uz,uz,4.87998452
Mlh3,1.23,118.22650291,1.02726983,unz,uz,142.27326678
Mllt1,0.24,3.67913476,0.19315096,uz,uz,4.85088318
Mllt10,4.12,1.14797111,0.94521143,uz,uz,9.13441018
Mllt11,0.55,82.73961514,0.47513320000000003,uz,uz,96.03918639
Mllt4,2.09,2.31378859,0.6277674,uz,uz,9.77761849
Mllt6,5.85,6.23618509,1.55708035,unz,unz,29.29293052
Mlst8,0.66,92.27566417,0.4299412,uz,uz,141.34963006
Mlx,2.12,446.74444718,1.66235257,unz,uz,571.43805969
Mlxip,0.39,18.84979205,0.28735875,uz,uz,25.65656829
Mmab,0.54,3.232446,0.48603069,uz,uz,4.12809858
Mmachc,2.06,0.29765282,0.19467547,b,b,5.21395315
Mmadhc,1.09,1.92509696,0.8171629,uz,uz,3.65667086
Mme,0.99,0.27571209,0.05426743,b,uz,6.03507365
Mmgt1,1.12,1.94517205,0.27299046,uz,uz,9.13567681
Mmp11,1.65,4.93628112,0.5511918,uz,uz,16.41769762
Mmp15,0.06,14.18841415,0.03665708,uz,uz,21.95595481
Mmp23,0.07,1.34924824,0.01964607,uz,uz,4.74294603
Mmrn2,0.17,6.12451481,0.0952113,uz,uz,11.37290346
Mnat1,1.77,1.17869822,0.27264285,uz,uz,9.43863423
Mnd1,0.32,3.56084131,0.13029534,uz,uz,9.03838553
Moap1,0.21,0.67456995,0.05133751,b,uz,3.01185234
Mocos,0.07,0.06167542,0.00436363,b,uz,1.06043902
Mocs2,0.94,1.10609089,0.45342931,uz,uz,3.21718459
Mogat2,0.22,1.00554942,0.04440137,uz,uz,5.25860191
Mon1a,0.1,1.37909797,0.03874339,uz,uz,3.71053568
Mon2,1.86,4.0170674,0.48856619,uz,uz,17.11129471
Morc2a,1.31,0.2824596,0.21763003,b,uz,3.00516692
Morc3,3.68,0.8370116,0.7088164,b,b,8.03354326
Morc4,0.15,24.32853874,0.13777907,uz,uz,26.97023802
Morf4l2,7.72,281.01907325,1.83801452,unz,unz,1188.27078094
Morn2,0.3,1.2511756,0.24515948,uz,uz,1.81747291
Morn4,0.43,0.90555753,0.11810226,b,uz,3.76263635
Mospd1,0.5,0.29300089,0.05777776,b,uz,3.00592144
Mospd2,0.22,24.22908631,0.21309161,uz,uz,24.97790095
Mov10,1.88,121.25850318,1.80012412,unz,uz,128.38430585
Mpdu1,3.49,5.5725801,0.95581402,uz,uz,23.84936596
Mpg,0.71,4.94840686,0.52111018,uz,uz,7.48635668
Mphosph10,4.0,0.53680665,0.59269079,b,uz,7.63096098
Mphosph8,10.4,1.53526868,0.98833952,uz,uz,26.56703233
Mphosph9,0.85,21.36104846,0.41753971,uz,uz,44.32490518
Mpi,1.4,0.15854574,0.20765737,b,uz,2.47186436
Mpp1,3.0,13.53682392,1.19937408,unz,uz,36.87173196
Mpp2,0.03,16.55406814,0.02852674,uz,uz,18.44566145
Mpp4,0.02,10.063120800000002,0.00842753104,uz,uz,28.464749800000003
Mpp5,2.17,1.6092867,0.35527127,uz,uz,11.99745536
Mpp6,1.88,0.94576639,0.3370241,b,uz,7.15343718
Mpp7,0.41,2.22530859,0.24911788,uz,uz,4.10343193
Mprip,2.39,1.82404716,0.46210633,uz,uz,11.83772227
Mpv17,2.3,45.49320277,1.00109896,unz,uz,106.64365065
Mpv17l,0.6,0.49020744,0.26726013,b,uz,1.70060863
Mpzl1,2.23,106.8731125,1.53844883,unz,uz,157.42530833
Mpzl2,4.04,997.63533468,3.69995984,unz,unz,1094.2955330999998
Mras,1.83,6.85997035,0.07574719,uz,uz,167.793169
Mrfap1,5.08,12.64848746,2.5149517000000006,unz,unz,30.60534362
Mrgpre,0.05,10.152275,0.0132366603,uz,uz,40.076283200000006
Mri1,4.22,0.61701639,0.33510279,b,uz,11.98249936
Mrpl1,1.66,0.39246569,0.36417816,b,uz,3.44619486
Mrpl10,1.79,271.72987336,1.44781597,unz,uz,338.60797364
Mrpl11,3.23,1.64881969,0.62703536,uz,uz,11.71054382
Mrpl13,8.08,1.23167254,1.24241961,unz,unz,16.08689352
Mrpl14,3.6,6.14230482,1.38473148,unz,unz,19.59462558
Mrpl15,10.23,4.22481627,1.64556177,unz,unz,36.48835041
Mrpl17,11.57,3.21706735,2.09436341,unz,unz,29.33323766
Mrpl18,4.98,6.5972582,1.13811325,unz,unz,33.83249483
Mrpl19,4.03,1.75561245,0.93317461,uz,uz,11.62435348
Mrpl20,5.78,2.52051262,1.07351731,unz,uz,19.35194373
Mrpl24,5.08,0.239058,0.22228209,b,b,10.55048375
Mrpl28,6.22,1.07462893,1.05019393,unz,unz,12.58894643
Mrpl3,4.21,3.38089305,1.38223581,unz,unz,14.49095311
Mrpl32,2.19,45.04355394,0.94220467,uz,uz,106.79012084
Mrpl33,8.25,694.2387503,2.8988757,unz,unz,1983.79129932
Mrpl35,4.97,2.17765234,0.41067377,uz,uz,31.3023845
Mrpl36,4.28,290.88508283,2.60715379,unz,unz,481.72588205
Mrpl37,3.27,17.33017031,1.32122662,unz,uz,46.10753593
Mrpl38,2.76,1.3948663000000001,0.80146785,uz,uz,7.56586394
Mrpl39,3.13,1.27417409,1.32662129,unz,unz,6.1352585
Mrpl4,3.6,0.23040937,0.33370261,b,b,6.09108804
Mrpl40,5.81,3.00993773,0.90320759,uz,uz,25.19293426
Mrpl41,1.51,1.49762375,0.48600344,uz,uz,6.16162869
Mrpl42,14.07,5.12553306,2.00717008,unz,unz,50.00027084
Mrpl43,3.6,55.86719106,1.00590783,unz,uz,203.56138512
Mrpl44,2.17,0.64955996,0.47110625,b,uz,5.15088664
Mrpl45,9.14,1.9416474999999997,1.37733832,unz,unz,22.01908849
Mrpl46,5.52,228.25638775,3.00842414,unz,unz,424.46213068
Mrpl47,9.43,1.00917737,0.93096183,uz,uz,19.66250838
Mrpl48,1.82,4.15593986,1.60498884,unz,uz,6.54311949
Mrpl50,5.48,1.50782178,0.90836095,uz,uz,14.56367079
Mrpl51,1.46,74.58966248,1.34492624,unz,uz,82.1517457
Mrpl52,2.93,0.45600927,0.40900828,b,uz,6.18620883
Mrpl54,4.62,0.60254591,0.57813341,b,b,9.43405596
Mrpl9,1.98,59.07457781,1.15981141,unz,uz,102.75736298
Mrps10,4.8,1.83399697,1.03566907,unz,uz,13.30028749
Mrps11,2.73,393.87883285,1.12264915,unz,uz,961.35732661
Mrps12,3.6,9.0388442,4.26445511,unz,unz,11.21856259
Mrps14,13.26,0.34758107,0.12949503,b,b,48.86511668
Mrps15,3.7,4.92322339,1.06695388,unz,uz,20.76387493
Mrps16,5.39,2.37375831,1.29015917,unz,unz,15.29744998
Mrps18a,2.17,1.88719058,0.81527635,uz,uz,7.19651528
Mrps18b,4.44,0.88469112,1.08946637,unz,unz,8.04050385
Mrps18c,2.37,305.75491084,1.85898314,unz,unz,391.64004457
Mrps2,2.15,0.78485421,0.34638309,b,uz,7.028092699999999
Mrps22,4.08,2.40878238,0.99037113,uz,uz,13.99010814
Mrps23,1.78,40.56056407,1.83610931,unz,uz,41.02138563
Mrps24,7.14,64.73010423,2.4291359,unz,unz,197.33806964
Mrps25,3.17,4.411878700000001,0.70993125,uz,uz,22.90448356
Mrps26,2.06,1.85175907,0.31482076,uz,uz,14.15191728
Mrps27,2.71,1.09643589,0.662464,uz,uz,7.19317082
Mrps28,5.93,2.4483537999999996,1.07423688,unz,unz,19.45223481
Mrps30,4.86,212.73827932,1.82054795,unz,unz,572.29363085
Mrps31,1.81,0.99946689,0.65310522,b,uz,4.58193593
Mrps33,3.37,1.53887177,0.69649221,uz,uz,10.82494551
Mrps35,2.14,0.83963334,0.48572465,b,uz,5.84649578
Mrps9,6.77,5.48064642,1.94511629,unz,unz,25.84218434
Mrto4,2.93,118.84674149,0.93670333,uz,uz,374.07550188
Msh2,4.83,9.37486955,2.41936071,unz,unz,23.54929519
Msh6,11.83,3.20639665,2.12262599,unz,unz,29.70703636
Msi2,1.38,12.63371348,0.9879834000000001,uz,uz,19.08197621
Msl3,0.38,2.89193405,0.22960392,uz,uz,5.10809082
Msl3l2,0.1,24.72144789,0.09457704,uz,uz,25.63043074
Msln,0.31,125.72266467,0.28260073,uz,uz,139.71704973
Msra,0.37,20.40044897,0.29798836,uz,uz,25.41071315
Msrb2,0.74,0.8965128000000001,0.42203285,b,uz,2.32624489
Msto1,4.24,4.96279749,1.02303434,unz,uz,24.78417114
Msx2,0.11,22.45660622,0.07783488,uz,uz,31.29156544
Mt1,15.4,12.75654998,0.72387691,uz,uz,286.76120541
Mt2,9.51,4.07936044,0.57707022,uz,uz,76.75294975
Mt3,0.03,16.41682424,0.02851576,uz,uz,18.30179224
Mta1,0.56,1.40538046,0.1721846,uz,uz,5.10828326
Mta2,2.54,6.34292135,1.5936906000000002,unz,unz,12.64491809
Mtap,3.45,70.9476704,0.70685099,uz,uz,349.77719693
Mtap7d3,0.36,0.68839066,0.05076806,b,uz,5.30362145
Mtch1,3.76,30.84040489,1.99493986,unz,unz,61.82265856
Mtch2,13.17,0.17848086,0.16796623,b,b,27.15626305
Mtcp1,0.25,0.32643502,0.02364817,b,uz,3.64364607
Mtdh,5.03,0.33309484,0.35793104,b,b,9.71827102
Mterfd1,2.05,0.05101125,0.04738424,b,b,4.25903788
Mterfd2,0.52,3.76659502,0.18467167,uz,uz,11.16333323
Mtf2,9.11,1.30504824,1.31991744,unz,unz,18.11951928
Mtfp1,0.61,1.74528278,0.41272786,uz,uz,3.19793951
Mtfr1,2.21,3.20079266,0.99738568,uz,uz,9.2903149
Mtg1,0.76,0.87641437,0.50484177,b,uz,2.08941844
Mthfd1,13.33,3.90855445,2.7263866,unz,unz,32.44559836
Mthfd1l,3.23,1.25791619,0.80193526,uz,uz,8.28436352
Mthfd2,3.44,1.34489621,0.36358522,uz,uz,16.1544989
Mthfr,0.74,1.34478801,0.64967217,uz,uz,2.26103737
Mthfsd,0.34,5.86061889,0.22134478,uz,uz,9.37417225
Mtif2,3.67,0.17920322,0.14685749,b,b,8.13959297
Mtmr10,0.24,62.78276496,0.20047255,uz,uz,76.30842437
Mtmr12,0.65,1.64515879,0.72059329,uz,uz,2.14915695
Mtmr14,1.53,0.08452889,0.11429957,b,uz,2.66267646
Mtmr2,1.12,1.28754328,0.35603498,uz,uz,5.18370004
Mtmr3,0.88,0.95322545,0.36032927,b,uz,3.21728072
Mtmr4,2.51,0.16363962,0.06780505,b,b,8.56580846
Mtmr7,1.9,3.02590656,0.43184709,uz,uz,15.25265717
Mtor,1.88,2.84292919,0.60847279,uz,uz,10.67198906
Mtpap,1.08,1.24419934,0.61448845,uz,uz,3.25284985
Mtpn,1.96,2.52699404,1.27880199,unz,uz,5.83067603
Mtr,1.01,0.69021474,0.51471714,b,uz,2.36646623
Mtrf1,1.38,1.83058787,0.56114341,uz,uz,5.87690817
Mtss1,1.75,1.23858522,0.46898534,uz,uz,6.38479209
Mttp,0.08,23.51349281,0.06531559,uz,uz,30.64278452
Mtus1,0.54,2.81346627,0.49408281,uz,uz,3.60444135
Mul1,0.8,0.0778717,0.01429812,b,b,5.14461441
Mum1l1,0.17,1.9384883000000002,0.14524834,uz,uz,2.44322211
Mus81,0.55,7.69458028,0.3336608,uz,uz,13.22372659
Mut,0.78,81.64722134,0.7059946,uz,uz,91.04316784
Mvd,1.27,2.4277172,0.32863097,uz,uz,10.62855905
Mvk,0.83,76.19558058,0.66838319,uz,uz,95.97664185
Mvp,1.36,117.56090347,0.45221530000000004,uz,uz,354.07123967
Mxd3,0.85,6.39758418,0.29881694,uz,uz,19.04192529
Mxra7,0.19,1.51335263,0.12516844,uz,uz,2.50055959
Myadm,1.66,98.98136766,1.31253782,unz,uz,126.53783389
Mybbp1a,8.77,4.50534164,1.35524372,unz,unz,37.912471000000004
Mybl2,4.04,23.6513699,2.96189716,unz,unz,36.32440012
Myc,0.47,2.31171377,0.18311521,uz,uz,6.397019
Mycbp2,1.84,0.24679755,0.14044518,b,uz,5.07391955
Mycbpap,0.03,7.52484875,0.005643131829999999,uz,uz,41.4533835
Mycn,2.57,1.7040392,0.25431028,uz,uz,19.778199800000003
Myd88,0.13,22.90136195,0.08770681,uz,uz,34.40053594
Myef2,0.77,104.80524005,0.35526979999999997,uz,uz,228.78889333
Myh10,0.9,70.3249998,0.4016597,uz,uz,159.24721574
Myh9,2.49,4.18202169,0.90816409,uz,uz,13.94142326
Myl12b,6.78,287.281048,1.13528306,unz,unz,1722.7432
Mylk,0.09,1.27107863,0.01489101,uz,uz,8.10692438
Mylpf,8.23,186.38872369999999,1.71448401,unz,unz,902.69302987
Mynn,0.84,4.32727302,0.70160638,uz,uz,6.02526673
Myo10,3.79,454.53074469999996,2.97981195,unz,unz,582.3266146000001
Myo18a,1.08,0.46736725,0.23782724,b,uz,3.20668715
Myo19,0.53,22.40467213,0.39867488,uz,uz,30.04127397
Myo1b,1.52,4.97592535,1.22254275,unz,uz,7.71908087
Myo1c,0.97,7.01551557,0.87453669,uz,uz,8.72340713
Myo1e,0.92,0.32052214,0.32554259,b,uz,1.83156406
Myo1g,0.19,1.40134313,0.10158559,uz,uz,2.8359125
Myo5a,0.61,2.06419476,0.4880067,uz,uz,3.18466879
Myo7a,0.33,23.42071315,0.26282648,uz,uz,30.04357112
Myo9a,0.85,43.81653338,0.57739162,uz,uz,65.51288145
Mysm1,1.53,49.95006938,1.15000144,unz,uz,68.19866405
Mzt2,1.54,0.25935209,0.21717329999999999,b,uz,3.37885491
N4bp1,1.96,85.84564409,1.55044278,unz,uz,110.31495632
N4bp2l2,1.74,104.15986504,1.73743913,unz,uz,106.28604758
N4bp3,1.69,0.50561043,0.33181507,b,uz,4.25496639
N6amt1,1.74,13.51253741,0.54558031,uz,uz,44.87709432
N6amt2,1.98,3.14976515,0.51166661,uz,uz,14.16802443
Naa10,5.4,4.30983427,1.72620778,unz,unz,18.88542748
Naa11,1.37,0.365766091,0.0138753105,b,b,37.430814500000004
Naa15,3.98,553.90373393,1.75232753,unz,unz,1262.41700306
Naa16,1.98,1.47034905,0.71062288,uz,uz,6.0823897
Naa20,4.3,2.33610938,1.04311713,unz,uz,13.92646084
Naa25,3.42,2.6682535,1.04608091,unz,uz,12.13988546
Naa30,1.09,0.51407118,0.17022142,b,uz,4.36689924
Naa35,5.78,285.51473554,3.03004359,unz,unz,550.61472203
Naa38,4.32,0.82684311,0.26841758,b,uz,17.625981399999997
Naa40,1.59,117.37155864,1.11574424,unz,uz,168.91298957
Naa50,4.68,0.93468259,0.77359547,b,b,10.33847464
Naca,11.14,0.39854172200000004,0.056650029500000004,b,b,89.5396046
Nacc1,1.27,1.02854087,0.38235299,uz,uz,4.68926838
Nadk,1.74,593.09606663,1.41079014,unz,uz,732.84951894
Nae1,5.14,345.72080855,2.76555323,unz,unz,647.51698445
Naf1,1.06,1.49301738,0.64407356,uz,uz,3.52119485
Nagk,0.68,3.41196074,0.13977462,uz,uz,17.38263439
Nagpa,0.49,5.33341947,0.33834684,uz,uz,8.200981299999999
Nampt,2.72,7.39010053,1.47699477,unz,unz,16.31621615
Nanos1,0.44,1.28854104,0.15467405,uz,uz,4.08369581
Nans,2.22,97.88032125,1.5200692,unz,uz,145.39533529
Nap1l3,0.03,16.34902081,0.02851008,uz,uz,18.2298524
Nap1l4,5.06,72.56750683,2.99685942,unz,unz,127.69027532
Napepld,1.82,3.93120008,0.86395534,uz,uz,10.08969774
Naprt1,0.26,79.19724362,0.22290746,uz,uz,90.95246012
Napsa,0.14,23.74009013,0.10940649,uz,uz,30.72857162
Narfl,1.27,0.15714797,0.06379045,b,b,4.39046957
Nasp,17.22,7.16846099,2.41361767,unz,unz,68.36823661
Nat10,1.52,2.21819572,1.4909999999999999,unz,uz,3.77210665
Nav1,1.52,2.17996482,0.50116969,uz,uz,8.1124282
Nbas,0.5,6.54040626,0.41445007,uz,uz,8.39246236
Nbn,0.6,1.55319472,0.47563811,uz,uz,2.57915574
Nbr1,2.27,1.74105695,0.95235448,uz,uz,6.428203
Ncapd2,4.69,17.83667392,1.66691136,unz,unz,54.92770599
Ncapd3,0.67,0.75336822,0.05549347,b,b,9.83628877
Ncapg,5.78,0.92028816,0.96867656,b,unz,11.26951241
Ncaph,1.62,58.72462181,0.99868432,uz,uz,97.10855584
Ncbp1,1.6,2.04791559,0.52137392,uz,uz,7.86547758
Ncbp2,2.56,2.03608932,0.65313184,uz,uz,10.55171251
Ncdn,1.33,1.50473184,0.44196307,uz,uz,5.84781931
Nceh1,0.4,1.3222388,0.16442718,uz,uz,3.61235784
Ncf1,0.04,14.02413,0.01709746,uz,uz,34.5729947
Nckap1l,1.2,1.28163463,0.2555935,uz,uz,7.21391556
Ncl,75.14,10.72805416,3.28058312,unz,unz,320.86076711
Ncln,1.78,1.14744803,0.57590417,uz,uz,5.32901175
Ncoa2,0.51,28.47206795,0.43604232,uz,uz,33.57808641
Ncoa5,1.06,1.40101123,0.32512067,uz,uz,5.60494324
Ncoa6,5.32,0.24494941,0.12265696,b,b,15.93962848
Ncoa7,0.23,1.09012266,0.12003169,uz,uz,2.31142339
Ncor1,8.35,3.66408755,1.75333928,unz,unz,25.80895927
Ncor2,0.53,47.31359284,0.41558792,uz,uz,61.15396556
Ncstn,1.02,5.56956698,0.82382926,uz,uz,7.93660942
Ndc80,1.35,31.25056843,0.9144597,uz,uz,47.52634485
Nde1,3.25,7.84993757,1.79697778,unz,unz,17.45413373
Ndel1,0.69,1.49666205,0.44067684,uz,uz,3.01809513
Ndfip2,1.18,0.42877603,0.23276225,b,uz,3.34213486
Ndnl2,2.31,0.02790106,0.06731985,b,b,3.26284461
Ndor1,1.0,1.49666341,0.51927318,uz,uz,3.88520385
Ndrg1,0.62,14.31160214,0.13894111,uz,uz,63.99518223
Ndrg3,0.49,0.28746743,0.09575898,b,uz,1.97895375
Ndufa10,14.82,105.24264217,4.40455476,unz,unz,368.92045889999997
Ndufa12,14.31,8.53659465,3.95586997,unz,unz,45.2046002
Ndufa13,17.1,20.59155899,3.03323393,unz,unz,133.17204456
Ndufa3,9.55,68.31274854,3.43103535,unz,unz,199.76452531
Ndufa4,33.1,314.40737531,3.33633009,unz,unz,3151.94719291
Ndufa4l2,0.83,123.40055100000001,0.270640751,uz,uz,377.7227
Ndufa5,12.05,4.98296718,1.98990686,unz,unz,42.24088376
Ndufa8,5.44,2.81656001,1.0862393999999997,unz,uz,19.55386194
Ndufaf1,2.04,0.65233462,0.30387312,b,uz,6.43365761
Ndufaf2,2.66,2.79274113,1.0248976,unz,uz,9.89996202
Ndufaf4,4.24,1.64103965,0.96496756,uz,uz,11.45769127
Ndufb10,11.45,12.098673800000002,2.48813655,unz,unz,67.09982703
Ndufb11,13.44,8.35664428,3.02146048,unz,unz,50.61979434
Ndufb2,5.6,3.31560935,1.24091277,unz,unz,20.57677452
Ndufb3,3.42,8.30515356,3.10759542,unz,unz,12.54248539
Ndufb5,7.91,0.39276395,0.34653178,b,uz,16.86499992
Ndufb6,13.42,28.85844206,2.41051659,unz,unz,174.11153882
Ndufb8,23.72,8.62469895,3.18262725,unz,unz,87.98350935
Ndufc1,17.22,412.91776498,4.6000185,unz,unz,1562.64027464
Ndufc2,7.04,1.19549527,1.17273504,unz,unz,14.22229388
Ndufs1,3.25,2.01958141,0.64892737,uz,uz,13.35614302
Ndufs2,11.86,0.68616447,0.48795099,b,uz,28.54714205
Ndufs4,6.12,4.79256708,1.75601832,unz,unz,22.8060735
Ndufs6,17.69,2.76964826,1.85988661,unz,unz,44.04460202
Ndufs8,4.88,1.98148541,0.83297224,uz,uz,16.49020429
Ndufv1,5.09,1.0608388000000002,0.81764985,uz,uz,11.68972226
Ndufv2,10.45,33.04661872,3.14543803,unz,unz,120.21593695
Ndufv3,11.84,26.53821067,2.78569418,unz,unz,124.64888382
Neat1,3.22,89.32270720000001,0.458185054,uz,uz,630.847525
Necap2,1.93,28.37035465,1.2834020000000002,unz,uz,44.6766113
Nedd4,23.07,3.83538455,2.69330242,unz,unz,55.91955517
